id,img,thumb
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0001v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0001r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0002v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0002r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0003v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0003r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0004v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0004r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0005v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0005r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0006v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0006r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0007v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0007r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0008v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0008r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0009v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0009r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0010v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0010r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0011v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0011r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0012v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0012r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0013v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0013r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0014v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0014r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0015v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0015r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0016v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0016r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0017v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0017r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0018v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0018r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0019v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0019r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0020v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0020r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0021v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0021r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0022v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0022r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0023v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0023r.jpg
