Media Url,Item Identifier
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000003/info.json,校異源氏物語　卷一
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000004/info.json,校異源氏物語　卷一
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000005/info.json,校異源氏物語　卷一
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000006/info.json,校異源氏物語　卷一
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000007/info.json,校異源氏物語　卷一
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000008/info.json,校異源氏物語　卷一
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000009/info.json,校異源氏物語　卷一
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000010/info.json,校異源氏物語　卷一
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000011/info.json,校異源氏物語　卷一
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000012/info.json,校異源氏物語　卷一
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000013/info.json,校異源氏物語　卷一
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000014/info.json,校異源氏物語　卷一
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000015/info.json,校異源氏物語　卷一
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000016/info.json,校異源氏物語　卷一
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000017/info.json,校異源氏物語　卷一
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000018/info.json,校異源氏物語　卷一
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000019/info.json,目次
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000004/info.json,序
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000005/info.json,序
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000006/info.json,凡例
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000007/info.json,凡例
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000008/info.json,凡例
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000009/info.json,凡例
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000010/info.json,凡例
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000011/info.json,凡例
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000012/info.json,凡例
https://www.dl.ndl.go.jp/api/iiif/3437686/R0000013/info.json,凡例
